RECORD #(ITEM),LOCATION,LOUTDATE,TOT CHKOUT,TOT RENEW,YTDCIRC,TOTAL CIRC,I TYPE,Circ,RECORD #(BIBLIO),245,99,IsText
i43897095,ustk ,12/1/2010 20:48,7,3,0,7,0,7,b32154239,Gestures : the do's and taboos of the body language around the world / Roger E. Axtell.  Illus. by Mike Fornwald.,BF637.N66A97,n
i84703179,wstkg,  -  -  ,0,0,0,0,0,0,b68453851,Rethinking body language : how hand movements reveal hidden thoughts / Geoffrey Beattie.,BF637.N66B4297 2016,n
i48888989,wstkg,11/3/2014 10:29,11,11,0,11,0,11,b35180638,Visible thoughts : the new psychology of body language / Geoffrey Beattie.,BF637.N66B43 2004,n
i60374603,ckit2,11/26/2014 14:31,5,0,0,5,4,10,b44649083,Body language I [videorecording] : beyond words / Stage Fright Productions   written by Kathleen O. Ryan and Louise Schrank.,BF637.N66B63 2008,n
i60374615,ckit2,11/26/2014 14:31,8,0,0,8,4,16,b44649095,Body Language II [videorecording] : reading people / Stage Fright Productions   written by Kathleen O. Ryan and Louise Schrank.,BF637.N66B632 2008,n
i55167810,wstkg,4/13/2015 15:43,10,5,0,10,0,10,b40230831,"Body language in the Greek and Roman worlds / editor, Douglas Cairns   contributors, Douglas Cairns, Francis Cairns ... [et al.].",BF637.N66B64 2005,n
i6307686x,ucirc,  -  -  ,0,0,0,0,17,0,b48099612,"Body language [videorecording] : an international view / Produced by Susan Steinbach, Robert J. Dowling   director, Susan Steinbach.",BF637.N66B66 2006,n
i63134299,wstkg,9/30/2016 17:34,9,9,1,8,0,9,b4826197x,"Winning body language : control the conversation, command attention, and convey the right message--without saying a word / Mark Bowden.",BF637.N66B69x 2010,n
i42473470,hstk ,11/8/2006 16:22,1,1,0,1,0,1,b31038657,Posture and gesture / by P.E. Bull.,BF637.N66B85,n
i23283890,wstkg,11/17/2014 16:42,26,13,0,26,0,26,b19774254,Posture and gesture / by P.E. Bull.,BF637.N66B85 1987,n
i63032259,wstkg,12/5/2016 13:13,10,3,1,9,0,10,b48068810,"Nonverbal communication / Judee K. Burgoon, Laura K. Guerrero, Kory Floyd.",BF637.N66B86 2010,n
i44520827,wstkg,1/11/2012 14:10,8,15,0,8,0,15,b32662634,Le corps parlant : savoirs et représentation des passions au XVIIe siècle / Lucie Desjardins.,BF637.N66D47 2001,n
i25097593,wstkg,2/13/2004 13:07,10,3,0,10,0,10,b21291081,"Gestures and speech : psychological investigations / Pierre Feyereisen, Jacques-Dominique de Lannoy.",BF637.N66F47 1991,n
i79772614,kcstk,8/13/2014 9:49,1,0,0,1,0,1,b63207072,Gestures / Vilém Flusser   translated by Nancy Ann Roth.,BF637.N66F5813 2014,n
i58107368,wstkg,11/3/2014 10:30,3,2,0,3,0,3,b42617753,"Focus on nonverbal communication research / Finley R. Lewis, editor.",BF637.N66F63x 2007,n
i4168929x,hstk ,11/8/2006 16:22,1,0,0,1,0,1,b30342855,"Fundamentals of nonverbal behavior / edited by Robert S. Feldman, Bernard Rime.",BF637.N66F87,n
i25025685,wstkg,7/22/2010 17:30,19,6,0,19,0,19,b21232738,Fundamentals of nonverbal behavior / edited by Robert S. Feldman and Bernard Rimé.,BF637.N66F87 1991,n
i63431099,wstkg,2/19/2015 15:59,7,6,0,7,0,7,b48897796,Body language in business : decoding the signals / Adrian Furnham & Evgeniya Petrova.,BF637.N66F87x 2010,n
i84219531,wstkg,  -  -  ,0,0,0,0,0,0,b6823823x,Nonverbal messages tell more : a practical guide to nonverbal communication / Teri Kwai Gamble and Michael Gamble.,BF637.N66G43 2017,n
i27420607,wstkg,3/4/2013 16:53,13,7,0,13,0,13,b23272636,As others see us : body movement and the art of successful communication / Ellen Goldman.,BF637.N66G65 1994,n
i60699930,wstkg,11/21/2016 17:37,18,8,1,17,0,18,b45135459,The nonverbal advantage : secrets and science of body language at work / Carol Kinsey Goman.,BF637.N66G66x 2008,n
i53447839,wstkg,11/3/2014 10:29,13,5,0,13,0,13,b38545482,"Nonverbal communication in close relationships / Laura K. Guerrero, Kory Floyd.",BF637.N66G93 2006,n
i53882520,ustk ,2/8/2007 12:22,2,1,0,2,0,2,b38545482,"Nonverbal communication in close relationships / Laura K. Guerrero, Kory Floyd.",BF637.N66G93 2006,n
i56229938,kcstk,9/30/2011 18:44,4,0,0,4,0,4,b38545482,"Nonverbal communication in close relationships / Laura K. Guerrero, Kory Floyd.",BF637.N66G93 2006,n
i60359304,wstkg,3/18/2013 13:35,4,2,0,4,0,4,b4459401x,The secret language of business : how to read anyone in 3 seconds or less / Kevin Hogan.,BF637.N66H64x 2008,n
i79582874,estkg,7/4/2014 10:57,1,0,0,1,0,1,b6349839x,Every body's talking : what we say without words / by Donna M. Jackson with Carol Kinsey Goman.,BF637.N66J33 2014,n
i26037658,tstkg,10/4/2011 10:57,13,1,0,13,0,13,b22010749,The naked neuron : evolution and the languages of the body and brain / R. Joseph.,BF637.N66J67 1993,n
i64089459,estkg,  -  -  ,0,0,0,0,0,0,b49583499,Body talk / Bobbie Kalman.,BF637.N66K34 2011,n
i72405065,kcstk,  -  -  ,0,0,0,0,0,0,b57884973,"Lip service : smiles in life, death, trust, lies, work, memory, sex, and politics / Mariannne LaFrance.",BF637.N66L34 2011,n
i72735600,hstk ,9/11/2012 13:18,1,0,0,1,0,1,b57884973,"Lip service : smiles in life, death, trust, lies, work, memory, sex, and politics / Mariannne LaFrance.",BF637.N66L34 2011,n
i40591529,wstkg,5/20/2009 19:10,8,1,0,8,0,8,b29727716,"I hear what you say, but what are you telling me? : the strategic use of nonverbal communication in mediation / Barbara G. Madonik.",BF637.N66M34 2001,n
i51783770,wstkg,11/6/2014 18:11,4,0,0,4,0,4,b3743925x,Gesture and thought / David McNeill.,BF637.N66M35 2005,n
i25369441,wstkg,1/20/2002 18:39,4,0,0,4,0,4,b21507235,Emotional meaning in large body movements / Marco de Meijer.,BF637.N66M45 1991,n
i23248142,wstkg,  -  -  ,3,0,0,3,0,3,b1974240x,The dreambody in relationships / Arnold Mindell.,BF637.N66M56 1987,n
i56191753,wstkg,6/24/2014 14:34,6,8,0,6,0,8,b41284161,"The new handbook of methods in nonverbal behavior research / edited by Jinni A. Harrigan, Robert Rosenthal, Klaus R. Scherer.",BF637.N66N49 2005,n
i77229083,wstkg,12/5/2016 13:13,3,3,1,2,0,3,b61065146,"Nonverbal communication / edited by Judith A. Hall, Mark L. Knapp.",BF637.N66N656 2013,n
i4161303x,hstk ,11/8/2006 16:22,3,2,0,3,0,3,b30275015,"Nonverbal communication : where nature meets culture / edited by Ullica Segerstrale, Peter Molnar.",BF637.N66N66,n
i60503324,wdkg ,2/20/2015 13:07,9,0,0,9,1,18,b44979216,Nonverbal communication and culture [videorecording] / [produced by] Odyssey Productions LLC.,BF637.N66N664 2005,n
